Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
bronx,Fordham,2482 Tiebout Avenue,3.0,1,0,2650.0
bronx,New_Dev,2401 3rd Avenue,2.0,2,0,4802.0
bronx,Mott Haven,101 Bruckner Boulevard,1.0,1,0,2300.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3300.0
bronx,New_Dev,2401 3rd Avenue,2.0,2,0,4962.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3200.0
bronx,Mt. Hope,1881 Grand Concourse,2.0,1,0,2150.0
bronx,Crotona Park East,1536 Longfellow Avenue,4.0,1,0,2350.0
bronx,Throgs Neck,194 Kearney Avenue,3.0,1,1332,2850.0
bronx,Mott Haven,329 East 132nd Street,0.5,1,0,2150.0
bronx,City Island,412 Minnieford Avenue,3.0,2,1325,4500.0
bronx,Riverdale,3240 Henry Hudson Parkway East,4.0,3,0,4350.0
bronx,North New York,454 East 138th Street,0.5,1,0,1788.0
bronx,Concourse,860 Grand Concourse,1.0,1,750,1950.0
bronx,New_Dev,276 Grand Concourse,2.0,2,0,3450.0
bronx,Riverdale,3333 Henry Hudson Parkway,0.5,2,0,4900.0
bronx,Melrose,837 Washington Avenue,1.0,1,675,1800.0
bronx,Norwood,183 East Mosholu Parkway North,3.0,1,1800,2800.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3150.0
bronx,Norwood,75 West Mosholu Parkway North,0.5,1,0,1450.0
bronx,Williamsbridge,900A East 213rd Street,3.0,1,0,2250.0
bronx,Riverdale,5900 Arlington Avenue,0.5,1,0,1850.0
bronx,West Farms,946 Bronx Park South,1.0,1,0,1650.0
bronx,Pelham Parkway,2198 Cruger Avenue,3.0,1,0,2500.0
bronx,New_Dev,2401 3rd Avenue,2.0,2,0,4957.0
bronx,New_Dev,2401 3rd Avenue,2.0,2,0,4972.0
bronx,Mott Haven,101 Bruckner Boulevard,1.0,2,0,3600.0
bronx,Spuyten Duyvil,2750 Johnson Avenue,3.0,2,1400,3900.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3256.0
bronx,Parkchester,2240 East Tremont Avenue,0.5,1,395,1350.0
bronx,University Heights,2265 University Avenue,0.5,1,0,1450.0
bronx,Highbridge,1329 Inwood Avenue,4.0,1,0,2999.0
bronx,New_Dev,228 East 135th Street,2.0,1,0,2800.0
bronx,Highbridge,1329 Inwood Avenue,4.0,1,0,2750.0
bronx,City Island,535 Minnieford Avenue,3.0,2,1300,2950.0
bronx,New_Dev,276 Grand Concourse,3.0,2,0,4150.0
bronx,New_Dev,276 Grand Concourse,2.0,2,0,3550.0
bronx,New_Dev,276 Grand Concourse,2.0,2,0,3450.0
bronx,University Heights,30 West 181st Street,3.0,2,0,2700.0
bronx,New_Dev,276 Grand Concourse,1.0,1,0,3000.0
bronx,Spuyten Duyvil,3300 Netherland Avenue,1.0,1,0,2150.0
bronx,Spuyten Duyvil,3300 Netherland Avenue,2.0,2,1000,2650.0
bronx,New_Dev,2401 3rd Avenue,2.0,2,0,4796.0
bronx,New_Dev,224 East 135th Street,2.0,1,0,3432.0
bronx,New_Dev,276 Grand Concourse,0.5,1,0,2650.0
bronx,New_Dev,276 Grand Concourse,0.5,1,0,2165.0
bronx,New_Dev,2401 3rd Avenue,1.0,1,0,3132.0
bronx,New_Dev,2401 3rd Avenue,3.0,2,0,5025.0
bronx,Highbridge,1190 Shakespeare Avenue,1.0,1,0,1785.0
bronx,Kingsbridge Heights,3111 Heath Avenue,1.0,1,0,1795.0
bronx,Bedford Park,2876 Jerome Avenue,0.5,1,0,1525.0
bronx,Throgs Neck,928 Quincy Avenue,2.0,1,0,2000.0
bronx,Concourse,1241 College Avenue,2.0,1,0,1950.0
bronx,Mott Haven,112 Lincoln Avenue,0.5,1,0,2100.0
bronx,Soundview,1207 Boynton Avenue,1.0,1,0,1475.0
bronx,Morris Park,1614 Haight Avenue,2.0,1,1000,2095.0
bronx,Crotona Park East,1169 Hoe Avenue,2.0,1,0,2425.0
bronx,Crotona Park East,1536 Longfellow Avenue,4.0,1,0,2350.0
bronx,Melrose,425 East 154th Street,1.0,1,750,1895.0
bronx,Wakefield,652 East 230th Street,3.0,1,1000,2300.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,439,2905.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3300.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3200.0
bronx,Parkchester,2220 East Tremont Avenue,1.0,1,621,1600.0
bronx,Mott Haven,329 East 132nd Street,1.0,1,0,2200.0
bronx,Melrose,706 Courtlandt Avenue,2.0,1,0,1900.0
bronx,Woodstock,3044 Third Avenue,1.0,1,0,1800.0
bronx,Belmont,667 East 187th Street,2.0,1,0,1625.0
bronx,Mott Haven,112 Lincoln Avenue,1.0,1,0,2650.0
bronx,University Heights,2115 Davidson Avenue,3.0,2,1083,2800.0
bronx,Riverdale,3333 Henry Hudson Parkway,0.5,2,0,4900.0
bronx,Crotona Park East,1169 Hoe Avenue,2.0,1,0,2425.0
bronx,Highbridge,1030 Woodycrest Avenue,1.0,1,0,1725.0
bronx,Riverdale,3671 Hudson Manor Terrace,0.5,1,602,2200.0
bronx,New_Dev,2401 3rd Avenue,2.0,2,0,4972.0
bronx,Bedford Park,3106 Villa Avenue,4.0,1,0,2195.0
bronx,New_Dev,425 Grand Concourse,3.0,1,0,2676.0
bronx,New_Dev,425 Grand Concourse,2.0,1,0,2323.0
bronx,New_Dev,425 Grand Concourse,1.0,1,0,1926.0
bronx,New_Dev,425 Grand Concourse,0.5,1,0,1532.0
bronx,Mott Haven,101 Bruckner Boulevard,1.0,1,0,2300.0
bronx,Highbridge,1329 Inwood Avenue,4.0,1,0,2650.0
bronx,Riverdale,5415 Netherland Avenue,1.0,1,0,2100.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3300.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3150.0
bronx,New_Dev,2401 3rd Avenue,1.0,1,0,3214.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3200.0
bronx,Riverdale,5800 Arlington Avenue,0.5,1,0,2000.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3221.0
bronx,North New York,534 Jackson Avenue,2.0,1,0,1975.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3300.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3200.0
bronx,Country Club,1110 Stadium Avenue,1.0,1,0,2100.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3150.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3256.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3221.0
bronx,Williamsbridge,831 Bartholdi Street,1.0,1,0,1800.0
bronx,Concourse,853 Walton Avenue,2.0,1,0,2125.0
bronx,New_Dev,2401 3rd Avenue,1.0,1,0,3178.0
bronx,Fordham,2482 Tiebout Avenue,3.0,1,0,2650.0
bronx,Kingsbridge Heights,3340 Fort Independence Street,2.0,1,0,2250.0
bronx,Norwood,3341 Reservior Oval West,3.0,2,0,2500.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,439,2905.0
bronx,Crotona Park East,1169 Hoe Avenue,3.0,1,0,2849.0
bronx,Crotona Park East,1169 Hoe Avenue,2.0,1,0,2425.0
bronx,North New York,438 East 134th Street,3.0,1,0,2200.0
bronx,Riverdale,6049 Huxley Avenue,3.0,2,1600,4700.0
bronx,University Heights,2115 Davidson Avenue,1.0,1,625,1950.0
bronx,Bronxwood,3013 Barker Avenue,0.5,1,0,1750.0
bronx,Spuyten Duyvil,3225 Johnson Avenue,2.0,1,0,2300.0
bronx,Spuyten Duyvil,2287 Johnson Avenue,1.0,1,782,2500.0
bronx,Woodstock,497 East 156th Street,1.0,1,0,1575.0
bronx,Melrose,837 Washington Avenue,1.0,1,675,1800.0
bronx,New_Dev,224 East 135th Street,2.0,1,0,2800.0
bronx,Mott Haven,101 Bruckner Boulevard,1.0,2,0,3600.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3300.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3150.0
bronx,Bronx,4614 Wilder Avenue,2.0,1,0,2500.0
bronx,Norwood,3071 Perry Avenue,1.0,1,0,1650.0
bronx,Spuyten Duyvil,3660 Oxford Avenue,1.0,1,1000,2400.0
bronx,Van Nest,1869 Wallace Avenue,3.0,1,0,2300.0
bronx,Mott Haven,101 Bruckner Boulevard,1.0,1,0,2300.0
bronx,Mott Haven,101 Bruckner Boulevard,2.0,2,0,3200.0
bronx,Fordham,2482 Tiebout Avenue,3.0,1,0,2650.0
bronx,Tremont,253 East 181st Street,1.0,1,0,1650.0
bronx,Tremont,253 East 181st Street,0.5,1,0,1528.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3150.0
bronx,New_Dev,228 East 135th Street,2.0,1,0,2800.0
bronx,Bronxwood,2572 Bronxwood Avenue,3.0,1,1100,2400.0
bronx,Morrisania,790 East 169th Street,2.0,1,0,2300.0
bronx,New_Dev,2401 3rd Avenue,1.0,1,0,3214.0
bronx,Fordham,55 East 196th Street,2.0,1,0,2100.0
bronx,Riverdale,640 West 237th Street,2.0,2.5,1600,5500.0
bronx,Kingsbridge,302 West 236th Street,2.0,1,900,2200.0
bronx,Highbridge,1329 Inwood Avenue,3.0,1,0,2750.0
bronx,Highbridge,1329 Inwood Avenue,3.0,1,0,2521.0
bronx,University Heights,1 West 182nd Street,1.0,1,0,1600.0
bronx,Mott Haven,25 Bruckner Boulevard,1.0,1,0,2850.0
bronx,Riverdale,6010 Spencer Avenue,3.0,3,0,3300.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3095.0
bronx,Crotona Park East,1169 Hoe Avenue,2.0,1,0,2425.0
bronx,New_Dev,276 Grand Concourse,2.0,2,0,3550.0
bronx,Spuyten Duyvil,3215 Arlington Avenue,1.0,1,800,1995.0
bronx,Fieldston,351 West 245th Street,5.0,3.5,3754,9500.0
bronx,New_Dev,2401 3rd Avenue,1.0,1,0,3214.0
bronx,Pelham Parkway,2197 Cruger Avenue,2.0,1,0,2250.0
bronx,Pelham Parkway,2199 Cruger Avenue,2.0,1,0,2150.0
bronx,Spuyten Duyvil,530 West 236th Street,2.0,2,0,3250.0
bronx,Fordham,2420 Creston Avenue,2.0,1,0,1600.0
bronx,Country Club,1130 Stadium Avenue,1.0,1,0,1895.0
bronx,Laconia,2546 Laconia Avenue,3.0,1,0,2700.0
bronx,Edenwald,4040 Grace Avenue,0.5,1,0,2250.0
bronx,Spuyten Duyvil,3215 Arlington Avenue,2.0,1,1020,2450.0
bronx,Concourse,1521 Sheridan Avenue,0.5,1,510,1500.0
bronx,Williamsbridge,900A East 213rd Street,3.0,1,0,2250.0
bronx,New_Dev,276 Grand Concourse,0.5,1,0,2165.0
bronx,Concourse,1711 Morris Avenue,1.0,1,700,1750.0
bronx,Kingsbridge Heights,3880 Orloff Avenue,2.0,1,0,2542.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,439,2905.0
bronx,Kingsbridge Heights,3880 Orloff Avenue,2.0,1,0,2345.0
bronx,Castle Hill,2068 Story Avenue,2.0,1,0,1700.0
bronx,Soundview,1772 East 172nd Street,1.0,1,0,1740.0
bronx,Soundview,1772 East 172nd Street,1.0,1,0,1382.0
bronx,North New York,454 East 138th Street,1.0,1,0,1868.0
bronx,Fordham,2825 Grand Concourse,1.0,1,0,1800.0
bronx,Mott Haven,39 Bruckner Boulevard,2.0,1,850,2350.0
bronx,Concourse,1132 Grant Avenue,3.0,1,1250,2550.0
bronx,Mott Haven,25 Bruckner Boulevard,2.0,2,0,3650.0
bronx,Fordham,2482 Tiebout Avenue,3.0,1,0,2650.0
bronx,New_Dev,2401 3rd Avenue,2.0,2,0,4796.0
bronx,Riverdale,3461 Irwin Avenue,3.0,1,1331,2695.0
bronx,Riverdale,6020 Huxley Avenue,3.0,1,1000,2700.0
bronx,New_Dev,2401 3rd Avenue,1.0,1,0,3178.0
bronx,University Heights,2170 University Avenue,0.5,1,0,1495.0
bronx,Laconia,1744 Givan Avenue,3.0,1,1000,2200.0
bronx,Laconia,1744 Givan Avenue,3.0,1,1000,2200.0
bronx,Tremont,2065 Ryer Avenue,2.0,1,719,2217.0
bronx,Tremont,2065 Ryer Avenue,1.0,1,420,1945.0
bronx,Riverdale,3333 Henry Hudson Parkway,1.0,1,648,2500.0
bronx,Tremont,2065 Ryer Avenue,0.5,1,274,1900.0
bronx,Spuyten Duyvil,3103 Fairfield Avenue,2.0,1.5,895,2350.0
bronx,Parkchester,1847 Cross Bronx Expressway,2.0,1,0,2250.0
bronx,New_Dev,276 Grand Concourse,2.0,2,0,3450.0
bronx,Riverdale,3333 Henry Hudson Parkway,0.5,2,0,4900.0
bronx,Pelham Parkway,2198 Cruger Avenue,2.0,1,0,2200.0
bronx,Spuyten Duyvil,3240 Netherland Avenue,1.0,1,0,2200.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3256.0
bronx,Bronxwood,3013 Barker Avenue,2.0,1,0,2350.0
bronx,Mt. Hope,1755 Clay Avenue,1.0,1,0,1650.0
bronx,Riverdale,3707 Blackstone Avenue,3.0,2,1535,5000.0
bronx,Riverdale,3660 Waldo Avenue,3.0,1+,0,3499.0
bronx,Kingsbridge,4582 Manhattan College Parkway,1.0,1,700,2091.0
bronx,Riverdale,5535 Netherland Avenue,3.0,1,0,3200.0
bronx,Crotona Park East,1326 Chisholm Street,1.0,1,0,1900.0
bronx,Fordham,2661 Marion Avenue,0.5,1,0,1800.0
bronx,Pelham Bay,2860 Buhre Avenue,1.0,1,0,1900.0
bronx,New_Dev,228 East 135th Street,1.0,1,0,2245.0
bronx,Williamsbridge,900A East 213rd Street,3.0,1,0,2250.0
bronx,Bronxwood,3013 Barker Avenue,2.0,1,0,2595.0
bronx,Fordham,2585 Grand Concourse,2.0,1,0,1975.0
bronx,New_Dev,2401 3rd Avenue,2.0,2,0,4957.0
bronx,Bronxwood,655 Pelham Parkway North,1.0,1,0,1600.0
bronx,Van Nest,1921 Holland Avenue,2.0,1,900,2100.0
bronx,Parkchester,1563 Union Port Road,1.0,1,653,1600.0
bronx,Parkchester,1510 Archer Road,1.0,1,684,1600.0
bronx,Riverdale,3660 Waldo Avenue,3.0,2,0,3499.0
bronx,Riverdale,3660 Waldo Avenue,1.0,1,0,1950.0
bronx,Riverdale,3660 Waldo Avenue,2.0,1,0,2350.0
bronx,Riverdale,3660 Waldo Avenue,2.0,1,0,2450.0
bronx,Kingsbridge,3411 Corlear Avenue,3.0,1,1000,2500.0
bronx,New_Dev,2401 3rd Avenue,1.0,1,0,3548.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3256.0
bronx,Baychester,2945 Wickham Avenue,4.0,3,0,3995.0
bronx,Bronxwood,3015 Matthews Avenue,3.0,1,0,2550.0
bronx,New_Dev,2401 3rd Avenue,1.0,1,0,3178.0
bronx,Riverdale,3820 Waldo Avenue,3.0,1,0,2800.0
bronx,Riverdale,3824 Waldo Avenue,2.0,1,0,2150.0
bronx,Riverdale,3824 Waldo Avenue,3.0,1,0,2800.0
bronx,Spuyten Duyvil,530 West 236th Street,2.0,1,1250,2800.0
bronx,Riverdale,6015 Spencer Avenue,3.0,2,1800,3200.0
bronx,Woodstock,959 East 156th Street,3.0,1,0,2300.0
bronx,Norwood,3103 Webster Avenue,2.0,1,0,1925.0
bronx,Bedford Park,3224 Grand Concourse,1.0,1,0,1650.0
bronx,Fordham,2725 Morris Avenue,1.0,1,0,1475.0
bronx,Hunts Point,657 Manida Street,3.0,2.0,0,2850.0
bronx,Spuyten Duyvil,2600 Netherland Avenue,1.0,1.5,880,2545.0
bronx,Spuyten Duyvil,3128 Henry Hudson Parkway East,2.0,2.0,0,3200.0
bronx,Spuyten Duyvil,511 West 235th Street,1.0,1.0,1015,2000.0
bronx,Mott Haven,2401 3rd Avenue,0.5,1.0,0,3001.0
bronx,North New York,534 Jackson Avenue,2.0,1.0,0,2300.0
bronx,Tremont,219 Echo Place,0.5,1.0,0,1475.0
bronx,Woodlawn,4282 Katonah Avenue,2.0,1.0,0,2000.0
bronx,Morrisania,1117 Forest Avenue,2.0,1.5,690,1800.0
bronx,Fordham,2330 Valentine Avenue,1.0,1.0,0,1675.0
bronx,Soundview,1211 Wheeler Avenue,3.0,1.0,0,2100.0
bronx,Riverdale,3824 Waldo Avenue,2.0,1.0,0,2150.0
bronx,Concourse,1500 Grand Concourse,0.5,1.0,0,1400.0
bronx,University Heights,2471 Grand Avenue,2.0,1.0,0,2000.0
bronx,Riverdale,3210 Riverdale Avenue,1.0,1.0,794,2300.0
bronx,Spuyten Duyvil,530 West 236th Street,3.0,2.0,0,3195.0
bronx,Morris Heights,2004 Davidson Avenue,2.0,1.0,0,2150.0
bronx,Fordham,2592 Creston Avenue,3.0,1.0,0,2300.0
