,Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
314,queens,Hunters Point,47-05 Center Boulevard,1,1,718,3800.0
315,queens,Hunters Point,47-05 Center Boulevard,1,1,738,3990.0
316,queens,Flushing,140-18 58 Road,2,2,900,2100.0
317,queens,Astoria,30-70 34th Street,2,1,0,2500.0
318,queens,Bayside,38-12 213rd Street,0.5,1,550,1550.0
319,queens,Middle Village,67-28 78th Street,2,1,1000,2500.0
320,queens,Kew Gardens,83-30 Kew Garden Road,2,2,1100,3250.0
321,queens,Kew Gardens,83-30 Kew Garden Road,1,1,800,2800.0
322,queens,Kew Gardens,83-10 Lefferts Boulevard,2,1,1100,2595.0
323,queens,Kew Gardens,83-10 Lefferts Boulevard,0.5,1,550,1600.0
324,queens,Oakland Gardens,64-14 228th Street,5,2,1250,3250.0
325,queens,Corona,98-23 Horace Harding Expressway,1,1,867,2438.0
326,queens,Corona,97-05 Horace Harding Expressway,0.5,1,468,1920.0
327,queens,Murray Hill (Queens),36-19 167th Street,0.5,1,0,1550.0
328,queens,Astoria,35-14 28th Avenue,1,1,0,1750.0
329,queens,Astoria,34-15 31st Avenue,1,1,0,1850.0
330,queens,Flushing,131-03 40 Road,1,1,850,2700.0
331,queens,Astoria,28-49 48th Street,3,1,1200,2400.0
332,queens,South Ozone Park,149-21 122 Place,2,3,1400,2500.0
333,queens,Astoria,21-23 29th Avenue,3,1,0,2500.0
334,queens,Briarwood,135-09 83rd Avenue,1,1,0,1785.0
335,queens,Astoria,26-53 28th Street,2,1,0,2400.0
336,queens,Ditmars-Steinway,21-05 21 Road,2,1,0,2350.0
337,queens,Astoria,33-09 31st Avenue,5,2,1300,4000.0
338,queens,Ditmars-Steinway,21-43 29th Street,1,1,650,1875.0
339,queens,Corona,97-05 Horace Harding Expressway,0.5,1,468,1920.0
340,queens,Hunters Point,5-09 48th Avenue,0.5,1,507,2750.0
341,queens,Rego Park,66-08 102nd Street,2,1,1100,2200.0
342,queens,Ditmars-Steinway,23-25 Crescent Street,2,1,900,2300.0
343,queens,Ridgewood,2201 Greene Avenue,2,1,0,2100.0
344,queens,Astoria,27-22 14th Street,2,1,0,1900.0
345,queens,Flushing,139-18 34 Road,1,1,0,1825.0
346,queens,Woodhaven,86-02 Forest Parkway,1,1,0,1925.0
347,queens,Glendale,73-21 71st Street,2,1,0,1950.0
348,queens,Middle Village,75-28 67 Road SCNDFLR,2,1,0,2100.0
349,queens,Astoria,35-63 Ninth Street,1,1,0,1495.0
350,queens,Astoria,32-18 44th Street,2,1.5,0,2500.0
351,queens,Ditmars-Steinway,20-47 42nd Street,1,1,0,1900.0
352,queens,New_Dev,31-43 Vernon Boulevard,1,1,720,2850.0
353,queens,Ridgewood,60-71 67th Avenue,2,1,0,2600.0
354,queens,Oakland Gardens,225-16 69th Avenue,1,1,750,1895.0
355,queens,New_Dev,3 Court Sq,1,1,723,3950.0
356,queens,Flushing,150-03 25 Drive,2,1,0,2500.0
357,queens,Ditmars-Steinway,21-63 45th Street,3,2,2030,4100.0
358,queens,Springfield Gardens,144-47 166th Street,1,0,0,1200.0
359,queens,Bayside,38-12 213rd Street,2,1,1300,2845.0
360,queens,Ridgewood,1680 Madison Street,2,1,0,3500.0
361,queens,Ridgewood,55-27 Myrtle Avenue,2,2,0,3750.0
362,queens,Ridgewood,55-54 Myrtle Avenue,1,1,0,2200.0
363,queens,Ditmars-Steinway,27-07 23rd Avenue,2,1,800,2749.0
364,queens,Forest Hills,105-24 63rd Road MAIN-FL,3,1,0,2450.0
365,queens,Elmhurst,83-02 Cornish Avenue,1,1,0,1775.0
366,queens,Forest Hills,65-35 Yellowstone Boulevard,1,1,0,1600.0
367,queens,Astoria,30-15 Broadway,4,2,0,2975.0
368,queens,Long Island City,29-22 Northern Boulevard,2,2,1168,5575.0
369,queens,Long Island City,29-22 Northern Boulevard,1,1,740,3615.0
370,queens,Forest Hills,68-12 Austin Street,2,1,0,2700.0
371,queens,New_Dev,31-43 Vernon Boulevard,1,1,720,2850.0
372,queens,Briarwood,140-35 Burden Crescent,1,1,0,1650.0
373,queens,Astoria,33-05 Broadway,3,1,1200,3000.0
374,queens,Forest Hills,68-63 108th Street,1,1,800,1800.0
375,queens,Hollis,100-32 197th Street,4,2,1100,2800.0
376,queens,Maspeth,64-15 Perry Avenue,2,2,0,2500.0
377,queens,Ridgewood,1823 Palmetto Street,1,1.5,0,2250.0
378,queens,New_Dev,28-10 Jackson Avenue,2,2,0,5537.0
379,queens,New_Dev,44-28 Purves Street,0.5,1,430,2990.0
380,queens,Ridgewood,68-31 Fresh Pond Road,3,1,0,2350.0
381,queens,Astoria,37-17 Broadway,2,1,0,1950.0
382,queens,Kew Gardens,85-31 120th Street,0.5,1,525,1575.0
383,queens,Astoria,25-50 22nd Street,3,1,1100,2500.0
384,queens,Briarwood,139-60 85 Drive,1,1,0,1725.0
385,queens,Woodside,52-25 Skillman Avenue,1,1,450,1695.0
386,queens,Sunnyside,45-45 46th Street,1,1,0,1750.0
387,queens,Rego Park,61-40 Saunders Street,1,1,0,1750.0
388,queens,Kew Gardens,125-10 Queens Boulevard,1,1,0,2300.0
389,queens,Sunnyside,45-29 40th Street,1,1,750,1750.0
390,queens,New_Dev,28-10 Jackson Avenue,2,2,0,5537.0
391,queens,Flushing,137-20 45th Avenue,2,1,929,2350.0
392,queens,New_Dev,26-38 21st Street,2,1,0,3550.0
393,queens,Sunnyside,45-29 40th Street,1,1,750,1780.0
394,queens,Sunnyside,45-11 43rd Avenue,1,1,700,1925.0
395,queens,Long Island City,40-29 23rd Street,0.5,1,0,1500.0
396,queens,Woodside,42-25 65 Place,0.5,1,600,1590.0
397,queens,Flushing,41-10 Bowne Street,1,1,800,1700.0
398,queens,New_Dev,41-21 28th Street,1,1,0,3324.0
399,queens,Astoria,25-48 33rd Street,2,1,800,2900.0
400,queens,New_Dev,26-38 21st Street,0.5,1,0,2425.0
401,queens,New_Dev,44-41 Purves Street,2,2,0,5365.0
402,queens,New_Dev,44-41 Purves Street,3,2,0,5800.0
403,queens,Corona,96-08 57th Avenue,1,1,718,2082.0
404,queens,Corona,97-28 57th Avenue,1,1,713,2115.0
405,queens,New_Dev,26-38 21st Street,0.5,1,0,2450.0
406,queens,Kew Gardens,85-18 118th Street,0.5,1,0,1475.0
